Date,Campaign,Platform,Region,Impressions,Clicks,Cost,Conversions,Revenue,CTR,CPC,CPA,ROAS,Month,Quarter
2025-10-23,Summer Sale 2024,Instagram Ads,Europe,45281,1881,4146.6,137,4494.58,4.15,2.2,30.27,1.08,October 2025,Q4 2025
2025-10-23,Holiday Special,Google Ads,North America,49220,1281,1763.65,85,3457.8,2.6,1.38,20.75,1.96,October 2025,Q4 2025
2025-10-23,Holiday Special,Google Ads,Europe,29558,964,518.9,64,3121.85,3.26,0.54,8.11,6.02,October 2025,Q4 2025
2025-10-23,Holiday Special,Facebook Ads,North America,29462,1128,1100.88,47,2240.89,3.83,0.98,23.42,2.04,October 2025,Q4 2025
2025-10-23,Holiday Special,Facebook Ads,Europe,25089,1210,817.98,49,1801.47,4.82,0.68,16.69,2.2,October 2025,Q4 2025
2025-10-23,Holiday Special,Instagram Ads,North America,32936,1091,3031.18,58,2365.54,3.31,2.78,52.26,0.78,October 2025,Q4 2025
2025-10-23,Holiday Special,Instagram Ads,Europe,32419,530,734.25,23,774.86,1.63,1.39,31.92,1.06,October 2025,Q4 2025
2025-10-23,Back to School,Google Ads,North America,42214,1931,5405.8,49,3020.23,4.57,2.8,110.32,0.56,October 2025,Q4 2025
2025-10-23,Back to School,Google Ads,Europe,68408,1140,2842.65,72,3459.78,1.67,2.49,39.48,1.22,October 2025,Q4 2025
2025-10-23,Back to School,Facebook Ads,North America,75131,2424,6616.75,90,3369.87,3.23,2.73,73.52,0.51,October 2025,Q4 2025
2025-10-23,Back to School,Facebook Ads,Europe,96339,3082,6314.88,184,7656.9,3.2,2.05,34.32,1.21,October 2025,Q4 2025
2025-10-23,Back to School,Instagram Ads,North America,87806,4357,11794.65,210,6552.46,4.96,2.71,56.17,0.56,October 2025,Q4 2025
2025-10-23,Back to School,Instagram Ads,Europe,23777,1039,1820.53,81,3716.1,4.37,1.75,22.48,2.04,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Google Ads,North America,33290,736,1542.33,30,2011.66,2.21,2.1,51.41,1.3,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Google Ads,Europe,88006,3608,7413.87,203,11569.65,4.1,2.05,36.52,1.56,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Facebook Ads,North America,66325,1180,3029.26,63,3332.65,1.78,2.57,48.08,1.1,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Facebook Ads,Europe,67853,2222,5931.2,102,5578.96,3.27,2.67,58.15,0.94,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Instagram Ads,North America,42312,567,712.92,36,1983.66,1.34,1.26,19.8,2.78,October 2025,Q4 2025
2025-10-24,Summer Sale 2024,Instagram Ads,Europe,45757,1783,2280.07,119,3914.29,3.9,1.28,19.16,1.72,October 2025,Q4 2025
2025-10-24,Holiday Special,Google Ads,North America,18998,558,1364.18,23,558.37,2.94,2.44,59.31,0.41,October 2025,Q4 2025
2025-10-24,Holiday Special,Google Ads,Europe,11831,290,580.79,20,709.62,2.45,2.0,29.04,1.22,October 2025,Q4 2025
2025-10-24,Holiday Special,Facebook Ads,North America,13232,409,890.32,14,670.15,3.09,2.18,63.59,0.75,October 2025,Q4 2025
2025-10-24,Holiday Special,Facebook Ads,Europe,43172,974,692.44,59,2568.15,2.26,0.71,11.74,3.71,October 2025,Q4 2025
2025-10-24,Holiday Special,Instagram Ads,North America,96130,2920,5443.97,121,5306.09,3.04,1.86,44.99,0.97,October 2025,Q4 2025
2025-10-24,Holiday Special,Instagram Ads,Europe,45851,2056,2248.68,161,8157.5,4.48,1.09,13.97,3.63,October 2025,Q4 2025
2025-10-24,Back to School,Google Ads,North America,77005,2427,4300.07,83,3148.27,3.15,1.77,51.81,0.73,October 2025,Q4 2025
2025-10-24,Back to School,Google Ads,Europe,90771,4176,9028.7,109,5473.44,4.6,2.16,82.83,0.61,October 2025,Q4 2025
2025-10-24,Back to School,Facebook Ads,North America,15534,550,1382.93,38,1618.75,3.54,2.51,36.39,1.17,October 2025,Q4 2025
2025-10-24,Back to School,Facebook Ads,Europe,91335,3091,7029.99,63,3483.72,3.38,2.27,111.59,0.5,October 2025,Q4 2025
2025-10-24,Back to School,Instagram Ads,North America,84123,875,763.02,58,1486.94,1.04,0.87,13.16,1.95,October 2025,Q4 2025
2025-10-24,Back to School,Instagram Ads,Europe,35032,992,2839.64,59,1496.99,2.83,2.86,48.13,0.53,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Google Ads,North America,91187,4006,11076.78,210,6586.95,4.39,2.77,52.75,0.59,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Google Ads,Europe,95914,3384,5951.72,79,4128.44,3.53,1.76,75.34,0.69,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Facebook Ads,North America,56761,2075,2792.78,157,7430.0,3.66,1.35,17.79,2.66,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Facebook Ads,Europe,78906,876,978.18,41,2214.61,1.11,1.12,23.86,2.26,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Instagram Ads,North America,13650,678,790.05,47,3001.13,4.97,1.17,16.81,3.8,October 2025,Q4 2025
2025-10-25,Summer Sale 2024,Instagram Ads,Europe,27459,1098,2452.39,87,3107.63,4.0,2.23,28.19,1.27,October 2025,Q4 2025
2025-10-25,Holiday Special,Google Ads,North America,37885,1133,1499.89,52,2563.17,2.99,1.32,28.84,1.71,October 2025,Q4 2025
2025-10-25,Holiday Special,Google Ads,Europe,95468,3181,9226.63,189,10076.79,3.33,2.9,48.82,1.09,October 2025,Q4 2025
2025-10-25,Holiday Special,Facebook Ads,North America,28807,667,858.07,33,1795.19,2.32,1.29,26.0,2.09,October 2025,Q4 2025
2025-10-25,Holiday Special,Facebook Ads,Europe,32606,585,913.76,25,1027.61,1.79,1.56,36.55,1.12,October 2025,Q4 2025
2025-10-25,Holiday Special,Instagram Ads,North America,56936,2243,5592.57,81,4401.07,3.94,2.49,69.04,0.79,October 2025,Q4 2025
2025-10-25,Holiday Special,Instagram Ads,Europe,60493,2371,3480.9,159,4355.11,3.92,1.47,21.89,1.25,October 2025,Q4 2025
2025-10-25,Back to School,Google Ads,North America,39565,1330,3063.82,101,4586.7,3.36,2.3,30.33,1.5,October 2025,Q4 2025
2025-10-25,Back to School,Google Ads,Europe,43349,1408,2649.52,37,2048.75,3.25,1.88,71.61,0.77,October 2025,Q4 2025
2025-10-25,Back to School,Facebook Ads,North America,46538,2092,4748.53,131,6919.57,4.5,2.27,36.25,1.46,October 2025,Q4 2025
2025-10-25,Back to School,Facebook Ads,Europe,14134,222,665.7,12,391.81,1.57,3.0,55.48,0.59,October 2025,Q4 2025
2025-10-25,Back to School,Instagram Ads,North America,90032,1129,2121.64,79,4050.29,1.25,1.88,26.86,1.91,October 2025,Q4 2025
2025-10-25,Back to School,Instagram Ads,Europe,91542,1144,2634.7,38,1604.72,1.25,2.3,69.33,0.61,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Google Ads,North America,99299,2372,2758.81,145,5413.05,2.39,1.16,19.03,1.96,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Google Ads,Europe,61514,2944,6817.59,97,4431.03,4.79,2.32,70.28,0.65,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Facebook Ads,North America,83994,3015,8810.92,189,8566.42,3.59,2.92,46.62,0.97,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Facebook Ads,Europe,51831,1613,1318.11,89,4721.98,3.11,0.82,14.81,3.58,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Instagram Ads,North America,53601,1307,1979.49,102,4255.81,2.44,1.51,19.41,2.15,October 2025,Q4 2025
2025-10-26,Summer Sale 2024,Instagram Ads,Europe,12739,322,502.62,20,790.28,2.53,1.56,25.13,1.57,October 2025,Q4 2025
2025-10-26,Holiday Special,Google Ads,North America,20635,260,588.89,8,274.92,1.26,2.26,73.61,0.47,October 2025,Q4 2025
2025-10-26,Holiday Special,Google Ads,Europe,85379,2123,1198.64,70,1677.97,2.49,0.56,17.12,1.4,October 2025,Q4 2025
2025-10-26,Holiday Special,Facebook Ads,North America,72672,3525,7117.73,278,8960.34,4.85,2.02,25.6,1.26,October 2025,Q4 2025
2025-10-26,Holiday Special,Facebook Ads,Europe,78827,3673,9683.09,224,12204.66,4.66,2.64,43.23,1.26,October 2025,Q4 2025
2025-10-26,Holiday Special,Instagram Ads,North America,47207,1950,5096.87,132,3851.47,4.13,2.61,38.61,0.76,October 2025,Q4 2025
2025-10-26,Holiday Special,Instagram Ads,Europe,66862,2613,7713.32,76,3458.17,3.91,2.95,101.49,0.45,October 2025,Q4 2025
2025-10-26,Back to School,Google Ads,North America,85622,3004,5044.46,233,11956.9,3.51,1.68,21.65,2.37,October 2025,Q4 2025
2025-10-26,Back to School,Google Ads,Europe,25764,283,732.44,11,525.02,1.1,2.59,66.59,0.72,October 2025,Q4 2025
2025-10-26,Back to School,Facebook Ads,North America,17244,764,826.27,20,680.45,4.43,1.08,41.31,0.82,October 2025,Q4 2025
2025-10-26,Back to School,Facebook Ads,Europe,79586,2926,7960.71,139,5305.85,3.68,2.72,57.27,0.67,October 2025,Q4 2025
2025-10-26,Back to School,Instagram Ads,North America,48674,1700,4974.86,91,4316.49,3.49,2.93,54.67,0.87,October 2025,Q4 2025
2025-10-26,Back to School,Instagram Ads,Europe,75480,1014,1924.41,50,1203.28,1.34,1.9,38.49,0.63,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Google Ads,North America,58137,1609,2148.44,82,3614.6,2.77,1.34,26.2,1.68,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Google Ads,Europe,94433,1042,1263.98,55,2483.81,1.1,1.21,22.98,1.97,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Facebook Ads,North America,71293,2865,8273.94,98,3437.8,4.02,2.89,84.43,0.42,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Facebook Ads,Europe,15622,578,563.45,39,1539.06,3.7,0.97,14.45,2.73,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Instagram Ads,North America,97700,3165,4640.39,143,6256.41,3.24,1.47,32.45,1.35,October 2025,Q4 2025
2025-10-27,Summer Sale 2024,Instagram Ads,Europe,90141,1512,3163.19,118,5328.52,1.68,2.09,26.81,1.68,October 2025,Q4 2025
2025-10-27,Holiday Special,Google Ads,North America,58877,2755,3241.83,116,6370.43,4.68,1.18,27.95,1.97,October 2025,Q4 2025
2025-10-27,Holiday Special,Google Ads,Europe,57456,2671,7170.26,133,6223.16,4.65,2.68,53.91,0.87,October 2025,Q4 2025
2025-10-27,Holiday Special,Facebook Ads,North America,16256,468,291.5,14,598.08,2.88,0.62,20.82,2.05,October 2025,Q4 2025
2025-10-27,Holiday Special,Facebook Ads,Europe,99922,2534,6679.62,164,9739.68,2.54,2.64,40.73,1.46,October 2025,Q4 2025
2025-10-27,Holiday Special,Instagram Ads,North America,40255,1866,1068.86,123,5386.01,4.64,0.57,8.69,5.04,October 2025,Q4 2025
2025-10-27,Holiday Special,Instagram Ads,Europe,13412,454,642.44,31,1676.32,3.39,1.42,20.72,2.61,October 2025,Q4 2025
2025-10-27,Back to School,Google Ads,North America,15752,456,522.57,31,1448.2,2.89,1.15,16.86,2.77,October 2025,Q4 2025
2025-10-27,Back to School,Google Ads,Europe,78470,3514,8469.58,122,5786.73,4.48,2.41,69.42,0.68,October 2025,Q4 2025
2025-10-27,Back to School,Facebook Ads,North America,30800,433,1005.09,13,589.0,1.41,2.32,77.31,0.59,October 2025,Q4 2025
2025-10-27,Back to School,Facebook Ads,Europe,28482,633,1146.52,37,803.11,2.22,1.81,30.99,0.7,October 2025,Q4 2025
2025-10-27,Back to School,Instagram Ads,North America,23026,728,1853.42,22,1122.05,3.16,2.55,84.25,0.61,October 2025,Q4 2025
2025-10-27,Back to School,Instagram Ads,Europe,45825,1740,2662.28,49,2674.39,3.8,1.53,54.33,1.0,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Google Ads,North America,64412,1995,4186.38,80,3743.93,3.1,2.1,52.33,0.89,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Google Ads,Europe,71416,1877,4118.52,63,3362.83,2.63,2.19,65.37,0.82,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Facebook Ads,North America,21586,293,510.94,10,366.33,1.36,1.74,51.09,0.72,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Facebook Ads,Europe,19777,538,535.31,24,1225.14,2.72,1.0,22.3,2.29,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Instagram Ads,North America,84327,2290,4497.34,117,5774.23,2.72,1.96,38.44,1.28,October 2025,Q4 2025
2025-10-28,Summer Sale 2024,Instagram Ads,Europe,96784,4097,6023.19,277,17096.57,4.23,1.47,21.74,2.84,October 2025,Q4 2025
2025-10-28,Holiday Special,Google Ads,North America,12196,491,653.03,31,1733.55,4.03,1.33,21.07,2.65,October 2025,Q4 2025
2025-10-28,Holiday Special,Google Ads,Europe,54484,635,1636.13,34,1343.71,1.17,2.58,48.12,0.82,October 2025,Q4 2025
2025-10-28,Holiday Special,Facebook Ads,North America,93151,3293,3730.98,175,11575.23,3.54,1.13,21.32,3.1,October 2025,Q4 2025
2025-10-28,Holiday Special,Facebook Ads,Europe,21760,872,474.47,44,2145.07,4.01,0.54,10.78,4.52,October 2025,Q4 2025
2025-10-28,Holiday Special,Instagram Ads,North America,14944,159,227.63,6,223.45,1.06,1.43,37.94,0.98,October 2025,Q4 2025
2025-10-28,Holiday Special,Instagram Ads,Europe,13258,558,858.29,20,915.79,4.21,1.54,42.91,1.07,October 2025,Q4 2025
2025-10-28,Back to School,Google Ads,North America,25775,837,1968.8,49,2754.22,3.25,2.35,40.18,1.4,October 2025,Q4 2025
2025-10-28,Back to School,Google Ads,Europe,90720,2980,7043.21,127,5049.16,3.28,2.36,55.46,0.72,October 2025,Q4 2025
2025-10-28,Back to School,Facebook Ads,North America,21656,568,1492.79,38,1368.71,2.62,2.63,39.28,0.92,October 2025,Q4 2025
2025-10-28,Back to School,Facebook Ads,Europe,71607,1687,2944.65,78,2871.49,2.36,1.75,37.75,0.98,October 2025,Q4 2025
2025-10-28,Back to School,Instagram Ads,North America,59297,2546,6727.99,114,4982.9,4.29,2.64,59.02,0.74,October 2025,Q4 2025
2025-10-28,Back to School,Instagram Ads,Europe,28895,625,1519.17,15,547.25,2.16,2.43,101.28,0.36,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Google Ads,North America,33762,1344,790.13,73,4109.65,3.98,0.59,10.82,5.2,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Google Ads,Europe,59390,1685,1784.43,128,5960.81,2.84,1.06,13.94,3.34,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Facebook Ads,North America,52487,862,1644.62,66,3085.62,1.64,1.91,24.92,1.88,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Facebook Ads,Europe,57078,1660,4957.44,100,3534.72,2.91,2.99,49.57,0.71,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Instagram Ads,North America,47563,1897,5689.82,120,5457.83,3.99,3.0,47.42,0.96,October 2025,Q4 2025
2025-10-29,Summer Sale 2024,Instagram Ads,Europe,37862,509,256.32,23,801.56,1.34,0.5,11.14,3.13,October 2025,Q4 2025
2025-10-29,Holiday Special,Google Ads,North America,54648,934,2603.92,44,2044.14,1.71,2.79,59.18,0.79,October 2025,Q4 2025
2025-10-29,Holiday Special,Google Ads,Europe,94667,1567,1900.72,105,4044.05,1.66,1.21,18.1,2.13,October 2025,Q4 2025
2025-10-29,Holiday Special,Facebook Ads,North America,60617,2970,3209.75,216,8111.32,4.9,1.08,14.86,2.53,October 2025,Q4 2025
2025-10-29,Holiday Special,Facebook Ads,Europe,73171,2593,2364.37,118,4920.16,3.54,0.91,20.04,2.08,October 2025,Q4 2025
2025-10-29,Holiday Special,Instagram Ads,North America,47289,501,642.17,27,1155.49,1.06,1.28,23.78,1.8,October 2025,Q4 2025
2025-10-29,Holiday Special,Instagram Ads,Europe,71716,2160,2786.05,137,4686.5,3.01,1.29,20.34,1.68,October 2025,Q4 2025
2025-10-29,Back to School,Google Ads,North America,91238,4338,10900.24,308,17786.93,4.75,2.51,35.39,1.63,October 2025,Q4 2025
2025-10-29,Back to School,Google Ads,Europe,38341,575,440.67,35,1644.21,1.5,0.77,12.59,3.73,October 2025,Q4 2025
2025-10-29,Back to School,Facebook Ads,North America,20974,1047,1015.4,30,1402.4,4.99,0.97,33.85,1.38,October 2025,Q4 2025
2025-10-29,Back to School,Facebook Ads,Europe,65612,1793,4481.12,115,4164.98,2.73,2.5,38.97,0.93,October 2025,Q4 2025
2025-10-29,Back to School,Instagram Ads,North America,88345,3796,7258.35,116,6439.73,4.3,1.91,62.57,0.89,October 2025,Q4 2025
2025-10-29,Back to School,Instagram Ads,Europe,82833,1261,1373.12,95,4815.9,1.52,1.09,14.45,3.51,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Google Ads,North America,35368,1199,3025.76,81,2975.39,3.39,2.52,37.36,0.98,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Google Ads,Europe,92269,1650,1705.84,99,5217.4,1.79,1.03,17.23,3.06,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Facebook Ads,North America,19972,431,1134.55,18,893.38,2.16,2.63,63.03,0.79,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Facebook Ads,Europe,56404,917,1299.02,52,2242.13,1.63,1.42,24.98,1.73,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Instagram Ads,North America,16772,361,709.01,20,1093.0,2.15,1.96,35.45,1.54,October 2025,Q4 2025
2025-10-30,Summer Sale 2024,Instagram Ads,Europe,85677,3973,3909.67,178,9545.27,4.64,0.98,21.96,2.44,October 2025,Q4 2025
2025-10-30,Holiday Special,Google Ads,North America,17612,598,406.24,20,1118.42,3.4,0.68,20.31,2.75,October 2025,Q4 2025
2025-10-30,Holiday Special,Google Ads,Europe,66733,3315,6871.55,139,4202.72,4.97,2.07,49.44,0.61,October 2025,Q4 2025
2025-10-30,Holiday Special,Facebook Ads,North America,80199,3718,10761.44,91,2372.59,4.64,2.89,118.26,0.22,October 2025,Q4 2025
2025-10-30,Holiday Special,Facebook Ads,Europe,82204,1857,2350.96,54,2598.21,2.26,1.27,43.54,1.11,October 2025,Q4 2025
2025-10-30,Holiday Special,Instagram Ads,North America,99506,2696,6287.33,108,3553.97,2.71,2.33,58.22,0.57,October 2025,Q4 2025
2025-10-30,Holiday Special,Instagram Ads,Europe,62335,1104,1079.45,73,2581.54,1.77,0.98,14.79,2.39,October 2025,Q4 2025
2025-10-30,Back to School,Google Ads,North America,32948,1340,1359.72,52,2695.53,4.07,1.01,26.15,1.98,October 2025,Q4 2025
2025-10-30,Back to School,Google Ads,Europe,77853,1422,1984.47,41,1823.17,1.83,1.4,48.4,0.92,October 2025,Q4 2025
2025-10-30,Back to School,Facebook Ads,North America,35025,1274,2263.53,61,3051.17,3.64,1.78,37.11,1.35,October 2025,Q4 2025
2025-10-30,Back to School,Facebook Ads,Europe,26304,1206,3035.22,24,1237.66,4.58,2.52,126.47,0.41,October 2025,Q4 2025
2025-10-30,Back to School,Instagram Ads,North America,19425,521,559.71,16,737.13,2.68,1.07,34.98,1.32,October 2025,Q4 2025
2025-10-30,Back to School,Instagram Ads,Europe,60411,730,786.54,49,2035.88,1.21,1.08,16.05,2.59,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Google Ads,North America,88322,2215,6109.72,53,1730.25,2.51,2.76,115.28,0.28,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Google Ads,Europe,16791,619,1131.53,16,963.72,3.69,1.83,70.72,0.85,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Facebook Ads,North America,75629,3583,2225.62,116,7539.12,4.74,0.62,19.19,3.39,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Facebook Ads,Europe,38876,1409,2050.93,52,2932.79,3.62,1.46,39.44,1.43,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Instagram Ads,North America,84495,3757,8021.92,190,7376.77,4.45,2.14,42.22,0.92,October 2025,Q4 2025
2025-10-31,Summer Sale 2024,Instagram Ads,Europe,43012,1088,2603.55,41,1814.49,2.53,2.39,63.5,0.7,October 2025,Q4 2025
2025-10-31,Holiday Special,Google Ads,North America,27276,277,188.63,10,383.25,1.02,0.68,18.86,2.03,October 2025,Q4 2025
2025-10-31,Holiday Special,Google Ads,Europe,51002,1421,735.71,98,5149.45,2.79,0.52,7.51,7.0,October 2025,Q4 2025
2025-10-31,Holiday Special,Facebook Ads,North America,49994,1854,4183.69,143,3025.44,3.71,2.26,29.26,0.72,October 2025,Q4 2025
2025-10-31,Holiday Special,Facebook Ads,Europe,21595,770,958.94,21,1101.48,3.57,1.25,45.66,1.15,October 2025,Q4 2025
2025-10-31,Holiday Special,Instagram Ads,North America,45645,1212,946.53,29,1846.54,2.66,0.78,32.64,1.95,October 2025,Q4 2025
2025-10-31,Holiday Special,Instagram Ads,Europe,94216,3002,4773.53,194,10687.42,3.19,1.59,24.61,2.24,October 2025,Q4 2025
2025-10-31,Back to School,Google Ads,North America,68328,1649,1370.6,99,6241.24,2.41,0.83,13.84,4.55,October 2025,Q4 2025
2025-10-31,Back to School,Google Ads,Europe,89944,3930,4944.02,179,8181.95,4.37,1.26,27.62,1.65,October 2025,Q4 2025
2025-10-31,Back to School,Facebook Ads,North America,22120,933,1327.16,66,2600.25,4.22,1.42,20.11,1.96,October 2025,Q4 2025
2025-10-31,Back to School,Facebook Ads,Europe,31605,517,1416.94,22,1236.28,1.64,2.74,64.41,0.87,October 2025,Q4 2025
2025-10-31,Back to School,Instagram Ads,North America,82258,3144,8023.8,107,3657.26,3.82,2.55,74.99,0.46,October 2025,Q4 2025
2025-10-31,Back to School,Instagram Ads,Europe,96148,3910,5382.53,166,10153.33,4.07,1.38,32.42,1.89,October 2025,Q4 2025
2025-11-01,Summer Sale 2024,Google Ads,North America,77042,3346,2520.17,202,9825.85,4.34,0.75,12.48,3.9,November 2025,Q4 2025
2025-11-01,Summer Sale 2024,Google Ads,Europe,99110,2990,7965.7,103,3462.76,3.02,2.66,77.34,0.43,November 2025,Q4 2025
2025-11-01,Summer Sale 2024,Facebook Ads,North America,72363,935,2557.65,31,1125.37,1.29,2.74,82.5,0.44,November 2025,Q4 2025
2025-11-01,Summer Sale 2024,Facebook Ads,Europe,86850,3622,7278.44,179,10019.0,4.17,2.01,40.66,1.38,November 2025,Q4 2025
2025-11-01,Summer Sale 2024,Instagram Ads,North America,25659,1266,1846.72,36,1176.32,4.93,1.46,51.3,0.64,November 2025,Q4 2025
2025-11-01,Summer Sale 2024,Instagram Ads,Europe,37624,1059,2815.43,79,4307.44,2.81,2.66,35.64,1.53,November 2025,Q4 2025
2025-11-01,Holiday Special,Google Ads,North America,61805,1727,3184.99,103,4128.28,2.79,1.84,30.92,1.3,November 2025,Q4 2025
2025-11-01,Holiday Special,Google Ads,Europe,97359,1043,2953.7,25,1457.01,1.07,2.83,118.15,0.49,November 2025,Q4 2025
2025-11-01,Holiday Special,Facebook Ads,North America,83058,3254,1792.47,105,5832.52,3.92,0.55,17.07,3.25,November 2025,Q4 2025
2025-11-01,Holiday Special,Facebook Ads,Europe,22676,501,836.36,18,803.52,2.21,1.67,46.46,0.96,November 2025,Q4 2025
2025-11-01,Holiday Special,Instagram Ads,North America,95597,1413,3541.88,49,2220.43,1.48,2.51,72.28,0.63,November 2025,Q4 2025
2025-11-01,Holiday Special,Instagram Ads,Europe,11195,307,639.94,14,726.61,2.74,2.08,45.71,1.14,November 2025,Q4 2025
2025-11-01,Back to School,Google Ads,North America,87198,991,1728.22,29,1166.42,1.14,1.74,59.59,0.67,November 2025,Q4 2025
2025-11-01,Back to School,Google Ads,Europe,23275,250,733.1,8,270.18,1.07,2.93,91.64,0.37,November 2025,Q4 2025
2025-11-01,Back to School,Facebook Ads,North America,32620,564,1091.3,32,1965.93,1.73,1.93,34.1,1.8,November 2025,Q4 2025
2025-11-01,Back to School,Facebook Ads,Europe,41958,852,1292.53,40,1956.45,2.03,1.52,32.31,1.51,November 2025,Q4 2025
2025-11-01,Back to School,Instagram Ads,North America,54225,1947,1062.86,115,3426.69,3.59,0.55,9.24,3.22,November 2025,Q4 2025
2025-11-01,Back to School,Instagram Ads,Europe,50232,2500,4262.41,163,8880.38,4.98,1.7,26.15,2.08,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Google Ads,North America,65872,993,1382.07,55,2700.19,1.51,1.39,25.13,1.95,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Google Ads,Europe,54135,1237,3705.54,98,4138.86,2.29,3.0,37.81,1.12,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Facebook Ads,North America,86853,1777,1186.11,38,1894.74,2.05,0.67,31.21,1.6,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Facebook Ads,Europe,96310,3752,3864.98,98,4091.21,3.9,1.03,39.44,1.06,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Instagram Ads,North America,79930,1410,2527.84,105,5417.51,1.76,1.79,24.07,2.14,November 2025,Q4 2025
2025-11-02,Summer Sale 2024,Instagram Ads,Europe,71756,2129,5238.83,117,7331.82,2.97,2.46,44.78,1.4,November 2025,Q4 2025
2025-11-02,Holiday Special,Google Ads,North America,32745,958,647.75,35,1711.63,2.93,0.68,18.51,2.64,November 2025,Q4 2025
2025-11-02,Holiday Special,Google Ads,Europe,68182,3167,5970.79,163,7084.13,4.64,1.89,36.63,1.19,November 2025,Q4 2025
2025-11-02,Holiday Special,Facebook Ads,North America,81574,2402,5635.93,172,10300.04,2.94,2.35,32.77,1.83,November 2025,Q4 2025
2025-11-02,Holiday Special,Facebook Ads,Europe,17436,714,1528.32,34,1907.95,4.09,2.14,44.95,1.25,November 2025,Q4 2025
2025-11-02,Holiday Special,Instagram Ads,North America,22638,466,1320.64,29,1078.05,2.06,2.83,45.54,0.82,November 2025,Q4 2025
2025-11-02,Holiday Special,Instagram Ads,Europe,79996,1046,1323.7,62,3228.36,1.31,1.27,21.35,2.44,November 2025,Q4 2025
2025-11-02,Back to School,Google Ads,North America,14507,703,1916.06,25,1143.72,4.85,2.73,76.64,0.6,November 2025,Q4 2025
2025-11-02,Back to School,Google Ads,Europe,72222,2833,3454.27,181,10531.7,3.92,1.22,19.08,3.05,November 2025,Q4 2025
2025-11-02,Back to School,Facebook Ads,North America,21173,559,1158.83,34,1470.12,2.64,2.07,34.08,1.27,November 2025,Q4 2025
2025-11-02,Back to School,Facebook Ads,Europe,38343,585,1398.49,21,962.43,1.53,2.39,66.59,0.69,November 2025,Q4 2025
2025-11-02,Back to School,Instagram Ads,North America,63260,2702,3690.03,184,6875.09,4.27,1.37,20.05,1.86,November 2025,Q4 2025
2025-11-02,Back to School,Instagram Ads,Europe,30140,1496,3629.44,48,2028.11,4.96,2.43,75.61,0.56,November 2025,Q4 2025
2025-11-03,Summer Sale 2024,Google Ads,North America,40697,935,2761.63,26,1129.6,2.3,2.95,106.22,0.41,November 2025,Q4 2025
2025-11-03,Summer Sale 2024,Google Ads,Europe,21672,1016,2013.12,43,1081.86,4.69,1.98,46.82,0.54,November 2025,Q4 2025
2025-11-03,Summer Sale 2024,Facebook Ads,North America,65728,1327,3697.44,35,1853.78,2.02,2.79,105.64,0.5,November 2025,Q4 2025
2025-11-03,Summer Sale 2024,Facebook Ads,Europe,82943,3525,6536.76,98,5190.21,4.25,1.85,66.7,0.79,November 2025,Q4 2025
